,title,author,theme,genre,volumes,info,img_element,paga_url
96,ここは今から倫理です。,雨瀬 シオリ,ヒューマンドラマ,少年マンガ,既刊8巻,"「倫理」とは人倫の道であり、道徳の規範となる原理。学ばずとも将来、困る事はない学問。しかし、この授業には人生の真実が詰まっている。クールな倫理教師・高柳が生徒たちの抱える問題と独自のスタンスで向かい合う──。
新時代、教師物語!!",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088923480.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/110708
97,食戟のソーマ,佐伯俊,学園,少年マンガ,完結・全36巻,実家が下町の定食屋を営む中学生・幸平創真。目標である料理人の父を越える為、創真は修業の毎日を送っていた。しかし突然、父から料理学校への編入話を告げられ…!?　創造する新料理マンガ、ここに開演!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088820738.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/65467
98,20世紀少年 本格科学冒険漫画,浦沢直樹,SF・ファンタジー,青年マンガ,完結・全22巻,1997年、ケンヂが営むコンビニへ刑事が訪れた。ケンヂがいつも酒の配達をしている敷島家が、全員行方不明になったのだという。敷島家の集金がまだ終わっていなかったケンヂは、飲み逃げかと落ち込むものの、渋々ビールの空きビンを取りに敷島の家を訪れる。するとそこには、どこかで見たことがあるような、不思議なマークが壁に描かれていた,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4091808050.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/21951
99,BLUE GIANT SUPREME ブルージャイアント シュプリーム,石塚真一,ヒューマンドラマ,青年マンガ,完結・全11巻,"大は世界へ!! 欧州編開幕!! 

止まるわけにはいかない宮本大は、
単身ヨーロッパに渡る。
降り立ったのはドイツ・ミュンヘン。
伝手も知人もなく、ドイツ語も知らず、
テナーサックスと強い志があるだけだ。
「世界一のジャズプレーヤーになる・・・!!」
練習できる場を探すところから始まる挑戦。
大の音は、欧州でも響くのかーーー",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4098608111.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/104618
100,弱虫ペダル,渡辺航,学園,少年マンガ,既刊85巻,"
ママチャリで激坂を登り、秋葉原通い、往復90km!!　アニメにゲーム、ガシャポンフィギュアを愛する高校生・小野田坂道、驚異の激コギ!!
ワクワクの本格高校自転車ロードレース巨編!!",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4253282547.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/72288
101,スキップとローファー,高松美咲,ヒューマンドラマ,青年マンガ,既刊9巻,岩倉美津未、今日から東京の高校生! 入学を機に地方から上京した彼女は、勉強こそできるものの、過疎地育ちゆえに同世代コミュ経験がとぼしい。そのうえちょっと天然で、慣れない都会の高校はなかなかムズカシイ! だけど、そんな「みつみちゃん」のまっすぐでまっしろな存在感が、本人も気づかないうちにクラスメイトたちをハッピーにしていくのです!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065326427.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/116800
102,ブラッククローバー,田畠裕基,バトル・アクション,少年マンガ,既刊35巻,"魔法がすべての、とある世界──。生まれながらに魔法が使えない少年アスタは、己の力を証明するため、そして友との約束を果たすために、魔道士の頂点“魔法帝""を目指す! 少年魔法ファンタジー、ここに開幕!",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088835573.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/66033
103,おやすみプンプン,浅野いにお,ヒューマンドラマ,青年マンガ,完結・全13巻,"どこにでもあるような街のどこにでもいそうな少年、「プンプン」の人生の波乱を描いた作品。
この作品の大きな特徴に、主人公である「プンプン」やその家族、親戚のみ“落書きのようなヒヨコ”で描かれており、その名前に加え、周りの人物や情景などの高い描写力からは浮いた存在となっている。加えて、作品内でコラージュ的な表現を用いたり、一部の人物に話の進行とは無関係な奇行を描いたりと、実験的なシュルレアリスム表現がみられる。
作家、伊坂幸太郎が単行本の帯に「前衛でありつつ王道を走り抜ける」と語っている。",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/409151555X.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/69317
104,プラネテス,幸村誠,SF・ファンタジー,青年マンガ,完結・全4巻,"
2070年代、人間は地球圏を月面にまでようやく押し広げていた。
夢とエゴに満ちた航宙士志望の青年・星野八郎太(通称ハチマキ)の成長を軸に描く、「惑う人々(プラネテス)」たちの物語。「SF」を一段階進めた大傑作。
2002年度星雲賞コミック部門受賞。2003年にはNHKでアニメ放送開始。そのアニメも2005年度星雲賞メディア部門受賞。同賞の原作・アニメのW受賞は『風の谷のナウシカ』以来だと評判になった。

しがないデブリ(宇宙廃棄物)回収船に乗り組むハチマキは、大きな夢を持ちつつも、貧相な現実と不安定な自分に抗いきれずにいる。同僚のユーリは、喪った妻の思い出に後ろ髪を引かれ、自分の未来を探せずにいる。前世紀から続く大気の底の問題は未解決のままで、先進各国はその権勢を成層圏の外まで及ぼしている。人類はその腕を成層圏の外側にまで伸ばした。しかし、生きることーーその強さも弱さも何も変わらなかった。",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4063289370.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/7870
105,惡の華,押見修造,恋愛・ラブコメ,少年マンガ,完結・全11巻,"
ボードレールを愛する少年、春日高男。ある日、彼は、放課後の教室に落ちていた、大好きな佐伯奈々子の体操着を、思わず盗ってしまう。それを、嫌われ者の少女・仲村佐和に見られていたことが発覚!! 盗んだことをバラされたくない春日に、彼女が求めた“契約”とは‥‥!?",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4063951162.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/62866
106,嘘喰い,迫稔雄,裏社会・アングラ,青年マンガ,完結・全49巻,"遊ぶ金欲しさに闇金に手を出し、取立てに追われる青年・梶くんの前に現れた謎の男・斑目貘。自らギャンブラーと名乗り、借金返済を手伝うと豪語する貘は、闇カジノへと乗り込むが…！？

",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088908562.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/17116
107,AKIRA,大友克洋,SF・ファンタジー,青年マンガ,完結・全6巻,第3次世界大戦から38年、世界は新たな繁栄をむかえつつあった――。ネオ東京を舞台に繰り広げられる本格SFアクションコミックの金字塔!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/406319339X.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/3405
108,ヲタクに恋は難しい,ふじた,恋愛・ラブコメ,女性マンガ,完結・全11巻,"隠れ腐女子のOL・成海(なるみ)と、ルックス良く有能だが重度のゲーヲタである宏嵩(ひろたか)とのヲタク同士の不器用な恋愛を描いたラブコメディ。 
『次にくるマンガ大賞2014』の〝本にして欲しいWebマンガ部門〟第1位、pixiv内オリジナルコミックブックマーク数歴代1位の大人気作品が多数の描き下ろしを加えて待望の書籍化",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/475802281X.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/81995
109,血の轍,押見修造,ヒューマンドラマ,青年マンガ,既刊16巻,"「惡の華」押見修造 最新作は究極の毒親! 

「惡の華」「ハピネス」「ぼくは麻理のなか」「志乃ちゃんは自分の名前が言えない」など、傑作を次々と世に送り出してきた鬼才・押見修造氏が、ついに辿り着いたテーマ「毒親」!

母・静子からたっぷりの愛情を注がれ、平穏な日常を送る中学二年生の長部静一。しかし、ある夏の日、その穏やかな家庭は激変する。母・静子によって。狂瀾の奈落へと!

読む者の目を釘付けにせずにはおけない、渾身の最新作!!",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4098617137.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/111032
110,彼女、お借りします,宮島礼吏,恋愛・ラブコメ,少年マンガ,既刊32巻,"たった一度の“レンタル”で、輝き出す“リアル”がある。
都内在住のダメダメ大学生、木ノ下和也(20)。ある日、“ワケアリ”の超絶美少女、水原千鶴との出会いをキッカケに、彼の人生は大きく変わり始めて──!?",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065321840.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/111599
111,家庭教師ヒットマンREBORN!,天野明,恋愛・ラブコメ,少年マンガ,完結・全42巻,ダメ人生を送る中学生・ツナの家に、家庭教師がやって来た！見た目赤ん坊、本業殺し屋のリボーンの目的は、ツナをマフィアの10代目にすること！死ぬ気になれば何でもできる!?と命がけのお勉強が始まった！,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088705521.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/16647
112,監獄学園,平本アキラ,学園,青年マンガ,完結・全28巻,東京都郊外にある私立八光(はちみつ)学園は由緒正しい全寮制の女子高・・・・だった。本年度から理事長交代によって教育方針が変わり、男子が入学することになったのだが、入ってきたのは主人公の藤野清志他、たったの5人。女子1000人に対して圧倒的少数の男子どもを待ち受けるのは、はたして天国か地獄か。男共の下心がうずきまくる仰天ハイスクールコメディ始業!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065112664.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/62660
113,レベルE,冨樫義博,SF・ファンタジー,少年マンガ,完結・全3巻,地球にやってきたドグラ星の第一王子は、最高の頭脳と最悪な性格の持ち主だった！　王子はディスクン星人と手を組み、地球人の高校生をもまきこんで、親衛隊員の忠誠心を試そうと大芝居をうつが？,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088720733.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/16430
114,アオハライド,咲坂伊緒,恋愛・ラブコメ,少女マンガ,完結・全13巻,高1の双葉には中学時代から忘れられない初恋の人、「田中くん」がいる。中学のとき女子に、はぶられた経験から自分を偽って日々過ごしている。「田中くん」を思わせる男子に出会うが、彼は――。熱く青く一生懸命にぶつかりあう高校生活グラフィティ!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088453891.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/64873
115,青の祓魔師,加藤和恵,SF・ファンタジー,少年マンガ,既刊29巻,悪魔の血を継ぐ少年・奥村燐の前に、突如父を名乗る魔神が現れ、悪魔が棲む虚無界へと連れ去ろうとする。高名な祓魔師である養父は、命を懸けて燐を守り死んでしまう…。燐は己の無力さを悔やみ、祓魔師になって魔神と闘うことを強く決意するッ！！,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088834607.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/65588
116,夢中さ、きみに。,和山やま,ギャグ・コメディー,青年マンガ,完結・全1巻,気になる君はうしろの席に??。ＷＥＢなどで噂の作品たちが待望のコミックス化。話題の作品「うしろの二階堂」は全ページ加筆修正のうえ、30ページ以上の描き下ろし続編を収録。,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4047357189.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/118886
117,恋は雨上がりのように,眉月じゅん,恋愛・ラブコメ,青年マンガ,完結・全10巻,"少女17歳。片想い相手は冴えないおじさん 

橘あきら。17歳。高校2年生。
感情表現が少ないクールな彼女が、胸に秘めし恋。
その相手はバイト先のファミレス店長。

ちょっと寝ぐせがついてて、
たまにチャックが開いてて、
後頭部には10円ハゲのある
そんな冴えないおじさん。

海辺の街を舞台に
青春の交差点で立ち止まったままの彼女と
人生の折り返し地点にさしかかった彼が織りなす
小さな恋のものがたり。 ",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4091897932.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/70023
118,グラップラー刃牙,板垣恵介,バトル・アクション,少年マンガ,完結・全42巻,範馬刃牙は“地上最強の生物”＝父を超えるため、最強を名乗る男達と戦う!　格闘まんがの決定版!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4253056156.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/24753
119,北北西に曇と往け,入江亜季,SF・ファンタジー,青年マンガ,既刊6巻,"旅、ときどき探偵。

舞台はアイスランド島、北緯64度のランズ・エンド。
17歳の主人公・御山慧には3つの秘密があった。
ひとつ、クルマと話ができる。ふたつ、美人な女の子が苦手。
3つ、その職業は、探偵――。

あるときは逃げ出した飼い犬を連れ戻し、
またあるときはひと目ぼれの相手を探し出す。
愛車ジムニーを駆りながら、
胸のすくような探偵活劇が、いま始まる!

若き魔法使いの成長を描いた『乱と灰色の世界』から2年。入江亜季の最新作は極北の大地が舞台の""エブリデイ・ワンダー""!!",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4047372323.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/111030
120,違国日記,ヤマシタトモコ,ヒューマンドラマ,少女マンガ,既刊11巻,"「へんな人と
暮らしはじめた。 

お父さんとお母さんが 
死んだので。」 

35歳、少女小説家。(亡き母の姉)
15歳、女子中学生(姉の遺児)。

不器用女王と子犬のような姪が
おくる年の差同居譚。
手さぐり暮らしの第1巻! 


少女小説家の高代槙生(35)は 
姉夫婦の葬式で遺児の・朝(15)が 
親戚間をたらい回しにされているのを
見過ごせず、勢いで引き取ることにした。

しかし姪を連れ帰ったものの、
翌日には我に返り、持ち前の人見知りが発動。
槙生は、誰かと暮らすのには不向きな
自分の性格を忘れていた……。

対する朝は、人見知りもなく
“大人らしくない大人”・槙生との暮らしを
物珍しくも素直に受け止めていく。",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4396768931.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/111711
121,のだめカンタービレ,二ノ宮知子,恋愛・ラブコメ,女性マンガ,完結・全25巻,"カプリチオーソ(気ままに気まぐれに)、カンタービレ(歌うように)。不思議少女・野田恵(のだめ)のクラシック音楽コメディ!!

",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4063408264.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/7663
122,テニスの王子様,許斐剛,バトル・アクション,少年マンガ,完結・全46巻,テニスの名門校・青春学園中等部に入学してきた越前リョーマ。アメリカJr．大会4連続優勝の経歴を持ち、天才少年と呼ばれるリョーマだったが、青学テニス部には、1年生は夏まで大会に出られない規則があり…!?,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088745221.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/16522
123,あひるの空,日向武史,学園,少年マンガ,既刊50巻,"149cmと小柄な高校生ながら、天性の才能を魅せるバスケ少年・車谷空! 入学先のクズ高で、最初はバスケをやるには困難な状況だったものの、空の熱意に影響を受けて、千秋・百春兄弟や、天才少年・トビなど続々メンバーが集まった! 順調に進みだしたクズ高バスケ部だったが、挫折や事件とあらゆることに巻き込まれていく‥‥。バスケを愛する空たちは、数々の困難にどう立ち向かうのか!?
",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065128382.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/9992
124,炎炎ノ消防隊,大久保篤,バトル・アクション,少年マンガ,既刊33巻,全人類は怯えていた──。何の変哲もない人が突如燃え出し、炎の怪物“焔ビト”となって、破壊の限りを尽くす“人体発火現象”。炎の恐怖に立ち向かう特殊消防隊は、現象の謎を解明し、人類を救うことが使命! とある理由から“悪魔”と呼ばれる、新入隊員の少年・シンラは、“ヒーロー”を目指し、仲間たちと共に、“焔ビト”との戦いの日々に身を投じる!! 燃え上がるバトル・ファンタジー、始動!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065268907.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/63920
125,マギ,大高忍,SF・ファンタジー,少年マンガ,完結・全37巻,笛の中に住む精霊と一緒に旅をする、不思議な少年アラジン。その目的は「ジンの金属器」を探すこと…。未知なる魔法と秘宝の世界へようこそ！　数え切れぬ出会いと運命が待ち受けるマジカルアドベンチャー!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4091278760.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/66877
126,ダイヤのA,寺嶋裕二,スポーツ,少年マンガ,完結・全47巻,もう一度、あのミットに投げ込みたい‥・・。 捕手・御幸一也との出会いが、少年の人生を一変させる。沢村栄純15歳。己の力を試すため、仲間に別れを告げ、野球名門校・青道の扉を叩く。そこには己のすべてをかけた誇り高き球児達がいた! 王道にして斬新。感動と興奮の高校野球漫画!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4063954986.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/10037
127,天国大魔境,石黒正数,SF・ファンタジー,青年マンガ,既刊9巻,"
美しい壁に囲まれた世界で暮らす子供たち。少年・トキオはある日、「外の外に行きたいですか?」というメッセージを受け取る。一方、外では、マルとおねえちゃんがサバイバル生活をしながら、天国を求めて、魔境となった世界を旅している。未来の日本を「あね散歩」。二つの世界を縦横無尽に行き来する、超才・石黒正数最新作、極大スケールでスタート!!",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065319447.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/114099
128,僕たちがやりました,荒木光,ヒューマンドラマ,青年マンガ,完結・全9巻,"ボウリングのハイスコア更新できそうだし‥
来週 けっこー観たいテレビあるし‥
ツルんでるパイセンは金持ちだし‥

俺の人生 希望しかないわぁ

金城宗幸(神さまの言うとおり)×荒木光(ヤンキー塾へ行く)が織りなす、「今日」に満足してる若人たちの「そこそこ」を目指す青春譚。だが、このタッグが、それだけで終わるハズがない!!",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4063829448.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/62783
129,ReLIFE リライフ,夜宵草,学園,青年マンガ,完結・全15巻,"驚異の300万DL! Web漫画「comico」連載の人気No.1コミック! 
“人生、やり直したい""と思ったことありませんか?
人生つまづきまくりの主人公、海崎新太27歳の学園青春コメディが
アース・スターコミックスから全編オールカラーで登場!",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4803013845.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/89244
130,風の谷のナウシカ,宮崎駿,SF・ファンタジー,青年マンガ,完結・全7巻,「火の7日間」とよばれる戦争によって、巨大文明が崩壊してから千年。荒れた大地に腐海という死の森が広がっていた。主人公・ナウシカのいる風の谷が、恐ろしい巨神兵を使い腐海を焼き払おうとするクシャナたちに侵略された。腐海の森と共に生きようとするナウシカと、腐海を焼き払おうとする人々。だが、その腐海には、秘密があって……。,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4197700253.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/24347
131,からくりサーカス,藤田和日郎,SF・ファンタジー,少年マンガ,完結・全43巻,遺産相続絡みで命を狙われる少年・勝と彼を助けるためにからくり人形を操る女・しろがね。二人を中心に始まった熱血曲芸活劇、開演中--,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4091205704.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/18002
132,MONSTER,浦沢直樹,ミステリー・サスペンス,青年マンガ,完結・全18巻,人の命を助けるはずのメスが、怪物を産み出すことになろうとは!! 激動のヨーロッパを舞台にした、戦慄のサイコ・サスペンスいよいよ発進。,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4091852785.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/21759
133,DAYS,安田剛士,スポーツ,少年マンガ,完結・全42巻,嵐の夜、ふたりの少年が出会った。何のとりえもない、特技もない、けれど人知れず、熱い心を秘めた少年・柄本つくし。孤独なサッカーの天才・風間陣。嵐の夜、交わるはずのないふたりが出会ったとき、高校サッカーに旋風を巻き起こす、灼熱、感動、奇跡の物語が幕を開ける!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065222168.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/62950
134,かくかくしかじか,東村アキコ,ヒューマンドラマ,少女マンガ,完結・全5巻,自分は絵がうまい。本気でうぬぼれていた林明子(高3)は竹刀を持った絵画教師・日高先生に罵られ…!? 少女まんが家を夢みたあの頃を描くドラマチック・メモリーズ!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4087920046.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/64425
135,フルーツバスケット,高屋奈月,SF・ファンタジー,少女マンガ,完結・全23巻,『フルーツバスケット』は、高屋奈月による日本の漫画作品。『花とゆめ』（白泉社）において、1998年16号から2006年24号まで連載された（ただし、2000年18号から2001年19号まで作者の体調不良により休載）。全23巻。略称は「フルバ」・「フルバス」など。作者の高屋奈月は、「フルバ」と呼称している。,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4592184033.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/35204
136,ハチミツとクローバー,羽海野チカ,恋愛・ラブコメ,少女マンガ,完結・全10巻,6畳+台所3畳フロなしというアパートで貧乏ながら、結構楽しい生活を送る美大生・森田、真山、竹本の3人。そんな彼らが、少女のように小さく可憐な女の子・花本はぐみと出会い…!?,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088653580.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/16032
137,からかい上手の高木さん,山本崇一朗,恋愛・ラブコメ,少年マンガ,既刊19巻,"照れたら負けの全力青春バトル! 

いっつもオレをからかってくる
隣の席の高木さん。
だけど見ていろ、今日こそは必ず
高木さんをからかって
恥ずかしがらせてやる!!",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4098517639.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/110647
138,アイアムアヒーロー,花沢健吾,SF・ファンタジー,青年マンガ,完結・全22巻,"鈴木英雄。35歳。
漫画家のアシスタント生活。妄想の中でしか現実に勝てず、そんな自分に付き合ってくれる彼女との仲にも、不安と不満が募る。
だがある日、現実の世界が壊れ、姿を変えていき…!?　",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4091893791.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/69657
139,波よ聞いてくれ,沙村広明,ヒューマンドラマ,青年マンガ,既刊9巻,舞台は北海道サッポロ。主人公の鼓田ミナレは酒場で知り合ったラジオ局員にグチまじりに失恋トークを披露する。すると翌日、録音されていたトークがラジオの生放送で流されてしまった。激高したミナレはラジオ局に突撃するも、ディレクターの口車に乗せられアドリブで自身の恋愛観を叫ぶハメに。この縁でラジオ業界から勧誘されるミナレを中心に、個性あふれる面々の人生が激しく動き出す。まさに、波よ聞いてくれ、なのだ!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065265487.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/63510
140,王様ランキング,十日草輔,SF・ファンタジー,少女マンガ,既刊17巻,"超・超・超話題のネットマンガ「王様ランキング」がついに書籍化!

耳が聞こえない、非力な王子・ボッジ。王族の長男でありながら、周りからは王の器でないと噂されていた。そんな中、ボッジに初めて友達ができる。名前はカゲ。誰よりも一生懸命なボッジと少しひねくれ者だけれど、優しいカゲ。カゲとの出会いで、ボッジの人生は大きく変わり出す――。描き下ろしもたっぷり収録した1・2巻同時発売!",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4047375985.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/116948
141,テラフォーマーズ,橘賢一,SF・ファンタジー,青年マンガ,既刊22巻,"
「全く見た事のないものと出会う時、人間は人間ではいられない。」
西暦2599年──。火星のテラフォーミングが進行し、その地表は一面の苔とある生物で覆われていた。そして、選ばれし15人の若者達は重要任務の遂行を期待され、有人宇宙船『バグズ2号』に搭乗し、火星へと向かう。かの地で彼らを待つ、想定外の進化を遂げた生物の正体とは…!?
",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088911652.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/65793
142,BECK ベック,ハロルド作石,ヒューマンドラマ,少年マンガ,完結・全34巻,果てしなく続く、穏やかで退屈な中学生活。それは、いつまでも変わらないはずだった――あいつに出会うまでは……。,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4063755754.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/62209
143,カラオケ行こ！,和山やま,ギャグ・コメディー,青年マンガ,完結・全1巻,合唱部部長の聡実はヤクザの狂児にからまれて歌のレッスンを頼まれる。彼は、絶対に歌がうまくなりたい狂児に毎週拉致されて嫌々ながら歌唱指導を行うが、やがてふたりの間には奇妙な友情が芽生えてきて……？話題の作品が描き下ろしを加えて待望のコミックス化!!［　登場キャラクター紹介　］〇岡　聡実：森丘中学校合唱部の部長。とある悩みを抱えているのだが、なぜか狂児に歌を教えることに。真面目だが毒舌な中学３年生。【得意な歌】教えません。〇成田狂児：四代目祭林組若頭補佐。組長が主催するカラオケ大会の罰ゲームを回避するために歌がうまくなりたい39歳。【得意な歌】紅〇組長：狂児の組の組長。絶対音感がある。１番好きなことはカラオケで、２番目に好きなことは刺青。【得意な歌】タイガー＆ドラゴン,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4047361518.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/122485
144,ボールルームへようこそ,竹内友,スポーツ,少年マンガ,既刊12巻,平凡な中学生、富士田多々良は何の目標も見出せず、無為な日々を過ごしていた。そんなある日、不良に絡まれているところを謎の男に助けられる。 男が多々良を連れて行った先はなんと、社交ダンスの教室! 同じ学校に通うダンサーの女の子、花岡雫や、そのパートナーで天才ダンサーの兵藤清春らに触発されながら多々良のダンススポーツにかける青春が幕を上げる!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065294363.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/59893
145,可愛いだけじゃない式守さん,真木蛍五,恋愛・ラブコメ,少年マンガ,完結・全20巻,僕の彼女の式守さんは、とても可愛くて、とても××です!!　和泉くんの彼女は、同じ高校の同級生・式守さん。とっても可愛い女の子。優しくて、よく笑って、和泉くんといるときは、いつも嬉しそう。そんな愛情全開の彼女は、不幸体質で大人しい和泉くんの行動をいつもチェック。彼の言葉や反応ひとつで、あら不思議。 ××な彼女に大変身!!　Twitterで累計１５０万超「いいね」を獲得した、超話題の尊さ１０００％ショートラブコメ!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065313481.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/118285
146,響~小説家になる方法~,柳本光晴,ヒューマンドラマ,青年マンガ,完結・全13巻,"ギクシャクは創造の母!

とある文芸編集部の新人賞宛に送りつけられた、直筆の投稿原稿。
編集部員の花井は、応募条件を満たさず、
ゴミ箱に捨てられていたその原稿を偶然見つける。
封を開けると、これまで出会ったことのない
革新的な内容の小説であった。
作者の名は、鮎喰響。連絡先は書いていない・・・ ",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4098604485.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/100119
147,ヒストリエ,岩明均,歴史・時代劇,青年マンガ,既刊11巻,『寄生獣』で世を震撼させた岩明均氏が漫画家としてデビューする前から温めていた物語、それがこの『ヒストリエ』。舞台は紀元前、後にアレキサンダー大王の書記官となるエウメネスの波乱に満ちた生涯を描いた歴史大作です。蛮族スキタイの出身でありながらそれを知らず、都市国家カルディアでギリシア人養父母に育てられたエウメネスは、そのおかげでギリシア的教養を身につけることとなる。ある日養父がスキタイ人に殺され、自分の出自を知ったエウメネスは奴隷の身分に落とされてしまう。それが彼の波乱の旅の始まりだったのです。,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065156483.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/6803
